bash-3.2$ ./mg 

 V cycle for 256 by 256 lattice with nlev = 6 out of max  7 
At the 0 cycle the mag residue is 1 
At the 1 cycle the mag residue is 0.0523822 
At the 2 cycle the mag residue is 0.0317396 
At the 3 cycle the mag residue is 0.0228578 
At the 4 cycle the mag residue is 0.0177674 
At the 5 cycle the mag residue is 0.0144356 
At the 6 cycle the mag residue is 0.0120705 
At the 7 cycle the mag residue is 0.0102959 
At the 8 cycle the mag residue is 0.00891107 
At the 9 cycle the mag residue is 0.00780046 
At the 10 cycle the mag residue is 0.00689287 
At the 11 cycle the mag residue is 0.00614144 
At the 12 cycle the mag residue is 0.00551309 
At the 13 cycle the mag residue is 0.00498288 
At the 14 cycle the mag residue is 0.004531 
At the 15 cycle the mag residue is 0.00414134 
At the 16 cycle the mag residue is 0.00380068 
At the 17 cycle the mag residue is 0.00349837 
At the 18 cycle the mag residue is 0.00322601 
At the 19 cycle the mag residue is 0.00297723 
At the 20 cycle the mag residue is 0.00274739 
At the 21 cycle the mag residue is 0.00253325 
At the 22 cycle the mag residue is 0.00233272 
At the 23 cycle the mag residue is 0.00214454 
At the 24 cycle the mag residue is 0.00196801 
At the 25 cycle the mag residue is 0.0018028 
At the 26 cycle the mag residue is 0.00164878 
At the 27 cycle the mag residue is 0.00150588 
At the 28 cycle the mag residue is 0.00137398 
At the 29 cycle the mag residue is 0.00125287 
At the 30 cycle the mag residue is 0.00114223 
At the 31 cycle the mag residue is 0.00104157 
At the 32 cycle the mag residue is 0.000950304 
At the 33 cycle the mag residue is 0.000867727 
At the 34 cycle the mag residue is 0.000793075 
At the 35 cycle the mag residue is 0.000725556 
At the 36 cycle the mag residue is 0.000664389 
At the 37 cycle the mag residue is 0.00060884 
At the 38 cycle the mag residue is 0.000558243 
At the 39 cycle the mag residue is 0.000512019 
At the 40 cycle the mag residue is 0.000469678 
At the 41 cycle the mag residue is 0.000430821 
At the 42 cycle the mag residue is 0.000395126 
At the 43 cycle the mag residue is 0.000362337 
At the 44 cycle the mag residue is 0.00033225 
At the 45 cycle the mag residue is 0.000304693 
At the 46 cycle the mag residue is 0.000279518 
